Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
arm_r_0820_REV,orotate phosphoribosyltransferase (reversible) (arm),s_1269 + s_1386  -> pmet_r_0820_REV ,YML106W or YMR271C,0,Inf,0,sce00240  Pyrimidine metabolism,
r_0820_REVNo1,orotate phosphoribosyltransferase (reversible) (No1),2.572e-05 prot_P13298 + pmet_r_0820_REV  -> s_0633 + s_1270 ,YML106W,0,Inf,0,sce00240  Pyrimidine metabolism,
r_0820_REVNo2,orotate phosphoribosyltransferase (reversible) (No2),2.572e-05 prot_P30402 + pmet_r_0820_REV  -> s_0633 + s_1270 ,YMR271C,0,Inf,0,sce00240  Pyrimidine metabolism,
r_0851_REVNo1,phenylalanine transaminase (reversible) (No1),s_0951 + s_0991 + 2.3148e-07 prot_P53090  -> s_0180 + s_1032 ,YGL202W,0,Inf,0,"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00380  Tryptophan metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",
r_0882_REVNo1,phosphoacetylglucosamine mutase (reversible) (No1),s_1189 + 9.4482e-05 prot_P38628  -> s_1190 ,YEL058W,0,Inf,0,sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
arm_r_0888_REV,phosphoglucomutase (reversible) (arm),s_0567  -> pmet_r_0888_REV ,YMR105C or YKL127W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0888_REVNo1,phosphoglucomutase (reversible) (No1),1.292e-06 prot_P37012 + pmet_r_0888_REV  -> s_0568 ,YMR105C,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0888_REVNo2,phosphoglucomutase (reversible) (No2),1.292e-06 prot_P33401 + pmet_r_0888_REV  -> s_0568 ,YKL127W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0890_REVNo1,phosphoglucosamine mutase (reversible) (No1),s_0412 + 9.4482e-05 prot_P38628  -> s_0411 ,YEL058W,0,Inf,0,sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
r_0892_REVNo1,phosphoglycerate kinase (reversible) (No1),s_0260 + s_0434 + 5.1757e-07 prot_P00560  -> s_0075 + s_0394 ,YCR012W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
arm_r_0893_REV,phosphoglycerate mutase (reversible) (arm),s_0188  -> pmet_r_0893_REV ,YOR283W or YKL152C,0,Inf,0,"Gluconeogenesis;sce00010  Glycolysis;sce00260  Glycine, serine and threonine metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids",
r_0893_REVNo1,phosphoglycerate mutase (reversible) (No1),3.3347e-07 prot_Q12040 + pmet_r_0893_REV  -> s_0260 ,YOR283W,0,Inf,0,"Gluconeogenesis;sce00010  Glycolysis;sce00260  Glycine, serine and threonine metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids",
r_0893_REVNo2,phosphoglycerate mutase (reversible) (No2),4.8225e-07 prot_P00950 + pmet_r_0893_REV  -> s_0260 ,YKL152C,0,Inf,0,"Gluconeogenesis;sce00010  Glycolysis;sce00260  Glycine, serine and threonine metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids",
r_0902_REVNo1,phosphomannomutase (reversible) (No1),s_0574 + 0.0003367 prot_P07283  -> s_0573 ,YFL045C,0,Inf,0,sce00051  Fructose and mannose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
arm_r_0907_REV,phosphopentomutase (reversible) (arm),s_1408  -> pmet_r_0907_REV ,YKL127W or YMR105C or YMR278W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0907_REVNo1,phosphopentomutase (reversible) (No1),1.292e-06 prot_P33401 + pmet_r_0907_REV  -> s_0415 ,YKL127W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0907_REVNo2,phosphopentomutase (reversible) (No2),1.292e-06 prot_P37012 + pmet_r_0907_REV  -> s_0415 ,YMR105C,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0907_REVNo3,phosphopentomutase (reversible) (No3),1.6057e-06 prot_Q03262 + pmet_r_0907_REV  -> s_0415 ,YMR278W,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00052  Galactose metabolism;sce00230  Purine metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
arm_r_0912_REV,phosphoribosylaminoimidazolecarboxamide formyltransferase (reversible) (arm),s_1365 + s_1487  -> pmet_r_0912_REV ,YLR028C or YMR120C,0,Inf,0,sce00230  Purine metabolism;sce00670  One carbon pool by folate;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0912_REVNo1,phosphoribosylaminoimidazolecarboxamide formyltransferase (reversible) (No1),3.23e-05 prot_P54113 + pmet_r_0912_REV  -> s_0120 + s_0403 ,YLR028C,0,Inf,0,sce00230  Purine metabolism;sce00670  One carbon pool by folate;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0912_REVNo2,phosphoribosylaminoimidazolecarboxamide formyltransferase (reversible) (No2),3.23e-05 prot_P38009 + pmet_r_0912_REV  -> s_0120 + s_0403 ,YMR120C,0,Inf,0,sce00230  Purine metabolism;sce00670  One carbon pool by folate;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_0949_REVNo1,guanosine phosphorylase (reversible) (No1),s_0415 + s_0787 + 1.7581e-06 prot_Q05788  -> s_0790 + s_1322 ,YLR209C,0,Inf,0,sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00760  Nicotinate and nicotinamide metabolism;sce01110  Biosynthesis of secondary metabolites,
r_0950_REVNo1,guanosine phosphorylase (reversible) (No1),s_0416 + s_0789 + 1.7581e-06 prot_Q05788  -> s_0792 + s_1326 ,YLR209C,0,Inf,0,sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00760  Nicotinate and nicotinamide metabolism;sce01110  Biosynthesis of secondary metabolites,
r_0951_REVNo1,inosine phosphorylase (reversible) (No1),s_0415 + s_0843 + 2.1872e-06 prot_Q05788  -> s_0856 + s_1322 ,YLR209C,0,Inf,0,sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00760  Nicotinate and nicotinamide metabolism;sce01110  Biosynthesis of secondary metabolites,
r_0955_REVNo1,pyridoxine 5'-phosphate oxidase (reversible) (No1),s_0837 + s_1393 + 8.4175e-06 prot_P38075  -> s_1275 + s_1398 ,YBR035C,0,Inf,0,sce00750  Vitamin B6 metabolism,
r_0982_REVNo1,ribose-5-phosphate isomerase (reversible) (No1),s_1408 + 2.8935e-05 prot_Q12189  -> s_0577 ,YOR095C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_0984_REVNo1,ribulose 5-phosphate 3-epimerase (reversible) (No1),s_0581 + 2.4474e-06 prot_P46969  -> s_0577 ,YJL121C,0,Inf,0,sce00030  Pentose phosphate pathway;sce00040  Pentose and glucuronate interconversions;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_0987_REVNo1,S-formylglutathione hydralase (reversible) (No1),s_0722 + s_0750 + s_0794 + 2.3946e-06 prot_P40363  -> s_0803 + s_1421 ,YJL068C,0,Inf,0,sce01200  Carbon metabolism,
r_0990_REV,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase (reversible) (No1)",s_0551 + s_0629  -> s_1426 ,YKL060C,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00030  Pentose phosphate pathway;sce00051  Fructose and mannose metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1000_REVNo1,fumarate reductase (FMN) (reversible) (No1),s_0714 + s_1458 + 1.8038e-05 prot_P32614  -> s_0717 + s_0725 ,YEL047C,0,Inf,0,,
arm_r_1021_REV,succinate dehydrogenase (ubiquinone-6) (reversible) (arm),s_0727 + s_1535  -> pmet_r_1021_REV ,(YDR178W and YJL045W and YKL141W and YLL041C) or (YDR178W and YKL141W and YKL148C and YLL041C) or (YLR164W and YJL045W and YKL141W and YLL041C),0,Inf,0,sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,
r_1021_REVNo1,succinate dehydrogenase (ubiquinone-6) (reversible) (No1),3.4897e-06 prot_P21801 + 3.4897e-06 prot_P33421 + 3.4897e-06 prot_P37298 + 3.4897e-06 prot_P47052 + pmet_r_1021_REV  -> s_1460 + s_1537 ,YDR178W and YJL045W and YKL141W and YLL041C,0,Inf,0,sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,
r_1021_REVNo2,succinate dehydrogenase (ubiquinone-6) (reversible) (No2),3.4897e-06 prot_P21801 + 3.4897e-06 prot_P33421 + 3.4897e-06 prot_P37298 + 3.4897e-06 prot_Q00711 + pmet_r_1021_REV  -> s_1460 + s_1537 ,YDR178W and YKL141W and YKL148C and YLL041C,0,Inf,0,sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,
r_1021_REVNo3,succinate dehydrogenase (ubiquinone-6) (reversible) (No3),3.4897e-06 prot_P21801 + 3.4897e-06 prot_P33421 + 3.4897e-06 prot_P47052 + 3.4897e-06 prot_Q06236 + pmet_r_1021_REV  -> s_1460 + s_1537 ,YLR164W and YJL045W and YKL141W and YLL041C,0,Inf,0,sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,
arm_r_1031_REV,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (reversible) (arm),s_0308 + s_0394 + s_0794 + s_1322  -> pmet_r_1031_REV ,YKL132C or YOR241W,0,Inf,0,sce00790  Folate biosynthesis,
r_1031_REVNo1,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (reversible) (No1),0.00013889 prot_P36001 + pmet_r_1031_REV  -> s_0434 + s_0991 + s_1487 ,YKL132C,0,Inf,0,sce00790  Folate biosynthesis,
r_1031_REVNo2,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (reversible) (No2),0.00013889 prot_Q08645 + pmet_r_1031_REV  -> s_0434 + s_0991 + s_1487 ,YOR241W,0,Inf,0,sce00790  Folate biosynthesis,
arm_r_1048_REV,transaldolase (reversible) (arm),s_0551 + s_0557  -> pmet_r_1048_REV ,YGR043C or YLR354C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1048_REVNo1,transaldolase (reversible) (No1),1.213e-05 prot_P53228 + pmet_r_1048_REV  -> s_0764 + s_1427 ,YGR043C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1048_REVNo2,transaldolase (reversible) (No2),3.7037e-06 prot_P15019 + pmet_r_1048_REV  -> s_0764 + s_1427 ,YLR354C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
arm_r_1049_REV,transketolase 1 (reversible) (arm),s_0764 + s_1427  -> pmet_r_1049_REV ,YBR117C or YPR074C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1049_REVNo1,transketolase 1 (reversible) (No1),4.0258e-06 prot_P33315 + pmet_r_1049_REV  -> s_0581 + s_1408 ,YBR117C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1049_REVNo2,transketolase 1 (reversible) (No2),4.0258e-06 prot_P23254 + pmet_r_1049_REV  -> s_0581 + s_1408 ,YPR074C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
arm_r_1050_REV,transketolase 2 (reversible) (arm),s_0557 + s_0764  -> pmet_r_1050_REV ,YBR117C or YPR074C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1050_REVNo1,transketolase 2 (reversible) (No1),4.0258e-06 prot_P33315 + pmet_r_1050_REV  -> s_0551 + s_0581 ,YBR117C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1050_REVNo2,transketolase 2 (reversible) (No2),4.0258e-06 prot_P23254 + pmet_r_1050_REV  -> s_0551 + s_0581 ,YPR074C,0,Inf,0,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1054_REVNo1,triose-phosphate isomerase (reversible) (No1),s_0764 + 3.2067e-08 prot_P00942  -> s_0629 ,YDR050C,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00051  Fructose and mannose metabolism;sce00562  Inositol phosphate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,
r_1063_REVNo1,tyrosine transaminase (reversible) (No1),s_0180 + s_1051 + 5.5556e-07 prot_P53090  -> s_0204 + s_0991 ,YGL202W,0,Inf,0,"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00380  Tryptophan metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",
r_1069_REVNo1,UDP-N-acetylglucosamine diphosphorylase (reversible) (No1),s_0633 + s_1544 + 3.3069e-05 prot_P43123  -> s_0794 + s_1189 + s_1559 ,YDL103C,0,Inf,0,sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
r_1070_REVNo1,UDPglucose 4-epimerase (reversible) (No1),s_1541 + 6.8083e-06 prot_P04397  -> s_1543 ,YBR019C,0,Inf,0,Gluconeogenesis;sce00010  Glycolysis;sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,
r_1071_REVNo1,UDPglucose--hexose-1-phosphate uridylyltransferase (reversible) (No1),s_0567 + s_1541 + 7.716e-06 prot_P08431  -> s_0410 + s_1543 ,YBR018C,0,Inf,0,sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism,
arm_r_1084_REV,UTP-glucose-1-phosphate uridylyltransferase (reversible) (arm),s_0633 + s_1543  -> pmet_r_1084_REV ,YHL012W or YKL035W,0,Inf,0,sce00040  Pentose and glucuronate interconversions;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
r_1084_REVNo1,UTP-glucose-1-phosphate uridylyltransferase (reversible) (No1),4.3745e-05 prot_P38709 + pmet_r_1084_REV  -> s_0567 + s_0794 + s_1559 ,YHL012W,0,Inf,0,sce00040  Pentose and glucuronate interconversions;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
r_1084_REVNo2,UTP-glucose-1-phosphate uridylyltransferase (reversible) (No2),1.0288e-05 prot_P32861 + pmet_r_1084_REV  -> s_0567 + s_0794 + s_1559 ,YKL035W,0,Inf,0,sce00040  Pentose and glucuronate interconversions;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,
r_1087_REVNo1,valine transaminase (reversible) (No1),s_0232 + s_0991 + 2.584e-07 prot_P47176  -> s_0180 + s_1056 ,YJR148W,0,Inf,0,"sce00270  Cysteine and methionine metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00290  Valine, leucine and isoleucine biosynthesis;sce00770  Pantothenate and CoA biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",
r_1088_REVNo1,"valine transaminase, mitochondiral (reversible) (No1)",s_0233 + s_0993 + 2.584e-07 prot_P38891  -> s_0182 + s_1058 ,YHR208W,0,Inf,0,"sce00270  Cysteine and methionine metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00290  Valine, leucine and isoleucine biosynthesis;sce00770  Pantothenate and CoA biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",
arm_r_1095_REV,yUMP synthetase (reversible) (arm),s_0803 + s_1388  -> pmet_r_1095_REV ,YFL001W or YGL063W or YNL292W or YPL212C,0,Inf,0,,
r_1095_REVNo1,yUMP synthetase (reversible) (No1),7.6947e-07 prot_P31115 + pmet_r_1095_REV  -> s_1408 + s_1550 ,YFL001W,0,Inf,0,,
r_1095_REVNo2,yUMP synthetase (reversible) (No2),7.6947e-07 prot_P53167 + pmet_r_1095_REV  -> s_1408 + s_1550 ,YGL063W,0,Inf,0,,
r_1095_REVNo3,yUMP synthetase (reversible) (No3),0.00035613 prot_P48567 + pmet_r_1095_REV  -> s_1408 + s_1550 ,YNL292W,0,Inf,0,,
r_1095_REVNo4,yUMP synthetase (reversible) (No4),7.6947e-07 prot_Q12211 + pmet_r_1095_REV  -> s_1408 + s_1550 ,YPL212C,0,Inf,0,,
r_2112_REVNo1,kynurenine aminotransferase (reversible) (No1),s_0955 + s_2763 + 1.8038e-07 prot_P47039  -> s_1020 + s_1399 ,YJL060W,0,Inf,0,sce00380  Tryptophan metabolism,
r_2117_REVNo1,phenylalanine transaminase (reversible) (No1),s_0951 + s_0955 + 1.8038e-07 prot_P38840  -> s_1032 + s_1399 ,YHR137W,0,Inf,0,"sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics",
r_2119_REVNo1,tyrosine transaminase (reversible) (No1),s_1051 + s_1399 + 5.5556e-07 prot_P38840  -> s_0204 + s_0955 ,YHR137W,0,Inf,0,"sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics",
r_2148_REVNo1,3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP) (reversible) (No1),s_0807 + s_2778 + 2.9551e-10 prot_P38790  -> s_2775 ,YHR067W,0,Inf,0,,
r_2149_REVNo1,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP) (reversible) (No1),s_0807 + s_2779 + 2.9551e-10 prot_P38790  -> s_2776 ,YHR067W,0,Inf,0,,
r_2150_REVNo1,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP) (reversible) (No1),s_0807 + s_2780 + 2.9551e-10 prot_P38790  -> s_2777 ,YHR067W,0,Inf,0,,
r_2168_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2809 + 2.9551e-10 prot_P40857  -> s_2801 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2169_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2810 + 2.9551e-10 prot_P40857  -> s_2802 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2170_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2811 + 2.9551e-10 prot_P40857  -> s_2803 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2171_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2812 + 2.9551e-10 prot_P40857  -> s_2804 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2172_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2813 + 2.9551e-10 prot_P40857  -> s_2805 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2173_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2814 + 2.9551e-10 prot_P40857  -> s_2806 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2174_REVNo1,B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA) (reversible) (No1),s_2808 + s_2815 + 2.9551e-10 prot_P40857  -> s_2807 ,YJL097W,0,Inf,0,sce00062  Fatty acid elongation;sce01040  Biosynthesis of unsaturated fatty acids;sce01110  Biosynthesis of secondary metabolites;sce01212  Fatty acid metabolism,
r_2194_REVNo1,"fatty-acid--CoA ligase (dodecanoate), ER membrane (reversible) (No1)",s_2781 + s_2833 + s_2834 + 0.00079271 prot_P30624  -> s_2785 + s_2831 + s_2832 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2195_REV,"fatty-acid--CoA ligase (tetradecanoate), ER membrane (reversible) (arm)",s_2787 + s_2833 + s_2834  -> pmet_r_2195_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2195_REVNo1,"fatty-acid--CoA ligase (tetradecanoate), ER membrane (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2195_REV  -> s_2785 + s_2831 + s_2835 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2195_REVNo2,"fatty-acid--CoA ligase (tetradecanoate), ER membrane (reversible) (No2)",0.00079271 prot_P30624 + pmet_r_2195_REV  -> s_2785 + s_2831 + s_2835 ,YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
arm_r_2196_REV,"fatty-acid--CoA ligase (hexadecanoate), ER membrane (reversible) (arm)",s_2789 + s_2833 + s_2834  -> pmet_r_2196_REV ,YMR246W or YOR317W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
r_2196_REVNo1,"fatty-acid--CoA ligase (hexadecanoate), ER membrane (reversible) (No1)",0.00079271 prot_P47912 + pmet_r_2196_REV  -> s_2785 + s_2831 + s_2836 ,YMR246W,0,Inf,0,sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01212  Fatty acid metabolism;sce04146  Peroxisome,
